PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Red onion,0.78,40,"=ROUND(B4993*C4993,2)"
Grapefruit,0.76,36.6,"=ROUND(B4994*C4994,2)"
Corn,1.07,9.3,"=ROUND(B4995*C4995,2)"
Butternut squash,1.28,23.9,"=ROUND(B4996*C4996,2)"
Okra,2.26,31.6,"=ROUND(B4997*C4997,2)"
Butternut squash,1.28,36.3,"=ROUND(B4998*C4998,2)"
Asparagus,2.49,22.4,"=ROUND(B4999*C4999,2)"
Watermelon,0.66,36.4,"=ROUND(B5000*C5000,2)"
Lemon,1.27,12.6,"=ROUND(B5001*C5001,2)"
Apricots,3.71,21.5,"=ROUND(B5002*C5002,2)"
Carrots,1.26,5.600000000000001,"=ROUND(B5003*C5003,2)"
Garlic,3.07,12.6,"=ROUND(B5004*C5004,2)"
Cherries,9.5,32.1,"=ROUND(B5005*C5005,2)"
Green beans,2.52,9.200000000000001,"=ROUND(B5006*C5006,2)"
Asparagus,2.49,22.8,"=ROUND(B5007*C5007,2)"
Bok choy,1.42,17.9,"=ROUND(B5008*C5008,2)"
Beets,1.51,16,"=ROUND(B5009*C5009,2)"
Cherries,9.5,31.3,"=ROUND(B5010*C5010,2)"
Grapefruit,0.76,11.1,"=ROUND(B5011*C5011,2)"
Green cabbage,0.8,31.1,"=ROUND(B5012*C5012,2)"
Fava beans,2.69,35.4,"=ROUND(B5013*C5013,2)"
Apricots,3.71,13.1,"=ROUND(B5014*C5014,2)"
Papaya,1.34,1.3,"=ROUND(B5015*C5015,2)"
Garlic,3.07,11.7,"=ROUND(B5016*C5016,2)"
Celery,1.19,0.9,"=ROUND(B5017*C5017,2)"
Asparagus,2.49,23.6,"=ROUND(B5018*C5018,2)"
Lettuce,1.88,15.6,"=ROUND(B5019*C5019,2)"
Asparagus,2.49,6.2,"=ROUND(B5020*C5020,2)"
Apples,1.88,25.5,"=ROUND(B5021*C5021,2)"
Apricots,3.71,38.90000000000001,"=ROUND(B5022*C5022,2)"
Carrots,1.26,25.1,"=ROUND(B5023*C5023,2)"
Lettuce,1.88,9.8,"=ROUND(B5024*C5024,2)"
Red onion,0.78,11.3,"=ROUND(B5025*C5025,2)"
Corn,1.07,9.9,"=ROUND(B5026*C5026,2)"
Daikon,1.4,37.8,"=ROUND(B5027*C5027,2)"
Beets,1.51,31.1,"=ROUND(B5028*C5028,2)"
Fava beans,2.69,21.3,"=ROUND(B5029*C5029,2)"
Daikon,1.4,10.5,"=ROUND(B5030*C5030,2)"
Avocados,3.23,22.6,"=ROUND(B5031*C5031,2)"
Tomatoes,3.16,16.8,"=ROUND(B5032*C5032,2)"
Red onion,0.78,23.4,"=ROUND(B5033*C5033,2)"
Ginger,5.13,4.3,"=ROUND(B5034*C5034,2)"
Strawberries,4.4,31.3,"=ROUND(B5035*C5035,2)"
Green beans,2.52,19.7,"=ROUND(B5036*C5036,2)"
Lettuce,1.88,29,"=ROUND(B5037*C5037,2)"
Green peppers,1.89,15,"=ROUND(B5038*C5038,2)"
Avocados,3.23,22,"=ROUND(B5039*C5039,2)"
Okra,2.26,8.1,"=ROUND(B5040*C5040,2)"
Celery,1.19,31.7,"=ROUND(B5041*C5041,2)"
Strawberries,4.4,4.100000000000001,"=ROUND(B5042*C5042,2)"
Fava beans,2.69,25.3,"=ROUND(B5043*C5043,2)"
Avocados,3.23,22.9,"=ROUND(B5044*C5044,2)"
Daikon,1.4,31.9,"=ROUND(B5045*C5045,2)"
Tomatoes,3.16,38.2,"=ROUND(B5046*C5046,2)"
Grapefruit,0.76,15.4,"=ROUND(B5047*C5047,2)"
Coconuts,1.18,5.9,"=ROUND(B5048*C5048,2)"
Apples,1.88,5.300000000000001,"=ROUND(B5049*C5049,2)"
Lemon,1.27,22,"=ROUND(B5050*C5050,2)"
Green peppers,1.89,29.2,"=ROUND(B5051*C5051,2)"
Avocados,3.23,33,"=ROUND(B5052*C5052,2)"
Red onion,0.78,37.2,"=ROUND(B5053*C5053,2)"
Tomatoes,3.16,17.3,"=ROUND(B5054*C5054,2)"
Beets,1.51,4.7,"=ROUND(B5055*C5055,2)"
Eggplant,2.32,3.1,"=ROUND(B5056*C5056,2)"
Lettuce,1.88,9.1,"=ROUND(B5057*C5057,2)"
Okra,2.26,14.9,"=ROUND(B5058*C5058,2)"
Daikon,1.4,29.1,"=ROUND(B5059*C5059,2)"
Lime,1.06,16.2,"=ROUND(B5060*C5060,2)"
Avocados,3.23,13.6,"=ROUND(B5061*C5061,2)"
Brussels sprouts,1.65,23.1,"=ROUND(B5062*C5062,2)"
Garlic,3.07,29.3,"=ROUND(B5063*C5063,2)"
Spinach,4.12,33.1,"=ROUND(B5064*C5064,2)"
Bananas,0.86,24.2,"=ROUND(B5065*C5065,2)"
Papaya,1.34,27.7,"=ROUND(B5066*C5066,2)"
Grapes,2.63,32.4,"=ROUND(B5067*C5067,2)"
Lemon,1.27,7.800000000000001,"=ROUND(B5068*C5068,2)"
Bananas,0.86,12.1,"=ROUND(B5069*C5069,2)"
Corn,1.07,8.1,"=ROUND(B5070*C5070,2)"
Tomatoes,3.16,30.3,"=ROUND(B5071*C5071,2)"
Eggplant,2.32,31.6,"=ROUND(B5072*C5072,2)"
Lemon,1.27,29.2,"=ROUND(B5073*C5073,2)"
Eggplant,2.32,20.8,"=ROUND(B5074*C5074,2)"
Bok choy,1.42,4.4,"=ROUND(B5075*C5075,2)"
Papaya,1.34,9.200000000000001,"=ROUND(B5076*C5076,2)"
Daikon,1.4,31.1,"=ROUND(B5077*C5077,2)"
Lemon,1.27,26.6,"=ROUND(B5078*C5078,2)"
Spinach,4.12,10.1,"=ROUND(B5079*C5079,2)"
Lettuce,1.88,2.3,"=ROUND(B5080*C5080,2)"
Avocados,3.23,31.8,"=ROUND(B5081*C5081,2)"
Avocados,3.23,6.7,"=ROUND(B5082*C5082,2)"
Beets,1.51,14.3,"=ROUND(B5083*C5083,2)"
Yellow peppers,2.87,8.3,"=ROUND(B5084*C5084,2)"
Kale,5.02,19.5,"=ROUND(B5085*C5085,2)"
Grapes,2.63,8.200000000000001,"=ROUND(B5086*C5086,2)"
Corn,1.07,20.3,"=ROUND(B5087*C5087,2)"
Cucumber,1.07,34.4,"=ROUND(B5088*C5088,2)"
Beets,1.51,25.6,"=ROUND(B5089*C5089,2)"
Potatoes,0.86,32.4,"=ROUND(B5090*C5090,2)"
Spinach,4.12,35.3,"=ROUND(B5091*C5091,2)"
Ginger,5.13,20.4,"=ROUND(B5092*C5092,2)"
Papaya,1.34,16.2,"=ROUND(B5093*C5093,2)"
Watermelon,0.66,22,"=ROUND(B5094*C5094,2)"
Yellow peppers,2.87,4.9,"=ROUND(B5095*C5095,2)"
Daikon,1.4,37.7,"=ROUND(B5096*C5096,2)"
Watermelon,0.66,29,"=ROUND(B5097*C5097,2)"
Red onion,0.78,16.5,"=ROUND(B5098*C5098,2)"
Yellow peppers,2.87,37.2,"=ROUND(B5099*C5099,2)"
Strawberries,4.4,7.4,"=ROUND(B5100*C5100,2)"
Potatoes,0.86,30.9,"=ROUND(B5101*C5101,2)"
Apples,1.88,28.9,"=ROUND(B5102*C5102,2)"
Garlic,3.07,34.4,"=ROUND(B5103*C5103,2)"
Daikon,1.4,1.9,"=ROUND(B5104*C5104,2)"
Lime,1.06,21.4,"=ROUND(B5105*C5105,2)"
Coconuts,1.18,0.8,"=ROUND(B5106*C5106,2)"
Corn,1.07,17,"=ROUND(B5107*C5107,2)"
Tomatoes,3.16,13.2,"=ROUND(B5108*C5108,2)"
Yellow peppers,2.87,1.2,"=ROUND(B5109*C5109,2)"
Apples,1.88,11.8,"=ROUND(B5110*C5110,2)"
Okra,2.26,25.2,"=ROUND(B5111*C5111,2)"
Bok choy,1.42,3.8,"=ROUND(B5112*C5112,2)"
Ginger,5.13,10.5,"=ROUND(B5113*C5113,2)"
Coconuts,1.18,30.5,"=ROUND(B5114*C5114,2)"
Strawberries,4.4,21.5,"=ROUND(B5115*C5115,2)"
Fava beans,2.69,31.2,"=ROUND(B5116*C5116,2)"
Okra,2.26,28,"=ROUND(B5117*C5117,2)"
Lemon,1.27,18.5,"=ROUND(B5118*C5118,2)"
Green beans,2.52,23,"=ROUND(B5119*C5119,2)"
Bananas,0.86,9.4,"=ROUND(B5120*C5120,2)"
Orange,1.09,29.3,"=ROUND(B5121*C5121,2)"
Butternut squash,1.28,9.1,"=ROUND(B5122*C5122,2)"
Spinach,4.12,32.4,"=ROUND(B5123*C5123,2)"
Strawberries,4.4,17.2,"=ROUND(B5124*C5124,2)"
Corn,1.07,22.3,"=ROUND(B5125*C5125,2)"
Red onion,0.78,39.6,"=ROUND(B5126*C5126,2)"
Carrots,1.26,17.9,"=ROUND(B5127*C5127,2)"
Grapefruit,0.76,7.5,"=ROUND(B5128*C5128,2)"
Corn,1.07,26.9,"=ROUND(B5129*C5129,2)"
Corn,1.07,37.7,"=ROUND(B5130*C5130,2)"
Lemon,1.27,33.8,"=ROUND(B5131*C5131,2)"
Daikon,1.4,37.2,"=ROUND(B5132*C5132,2)"
Eggplant,2.32,35.3,"=ROUND(B5133*C5133,2)"
Orange,1.09,37.9,"=ROUND(B5134*C5134,2)"
Green peppers,1.89,20.3,"=ROUND(B5135*C5135,2)"
Apples,1.88,15.2,"=ROUND(B5136*C5136,2)"
Cucumber,1.07,35.9,"=ROUND(B5137*C5137,2)"
Grapes,2.63,3,"=ROUND(B5138*C5138,2)"
Corn,1.07,34.3,"=ROUND(B5139*C5139,2)"
Asparagus,2.49,33,"=ROUND(B5140*C5140,2)"
Grapes,2.63,36.6,"=ROUND(B5141*C5141,2)"
Celery,1.19,1.4,"=ROUND(B5142*C5142,2)"
Potatoes,0.86,36.4,"=ROUND(B5143*C5143,2)"
Lemon,1.27,19,"=ROUND(B5144*C5144,2)"
Green beans,2.52,34.8,"=ROUND(B5145*C5145,2)"
Lettuce,1.88,18.6,"=ROUND(B5146*C5146,2)"
Red onion,0.78,29.6,"=ROUND(B5147*C5147,2)"
Lemon,1.27,32.5,"=ROUND(B5148*C5148,2)"
Apricots,3.71,20.4,"=ROUND(B5149*C5149,2)"
Watermelon,0.66,4.5,"=ROUND(B5150*C5150,2)"
Okra,2.26,35.7,"=ROUND(B5151*C5151,2)"
Corn,1.07,10.6,"=ROUND(B5152*C5152,2)"
Green peppers,1.89,30.7,"=ROUND(B5153*C5153,2)"
Apples,1.88,31.2,"=ROUND(B5154*C5154,2)"
Carrots,1.26,11,"=ROUND(B5155*C5155,2)"
Lemon,1.27,17.8,"=ROUND(B5156*C5156,2)"
Coconuts,1.18,15.6,"=ROUND(B5157*C5157,2)"
Brussels sprouts,1.65,30.3,"=ROUND(B5158*C5158,2)"
Orange,1.09,28.8,"=ROUND(B5159*C5159,2)"
Apples,1.88,24.9,"=ROUND(B5160*C5160,2)"
Corn,1.07,36.3,"=ROUND(B5161*C5161,2)"
Avocados,3.23,32.9,"=ROUND(B5162*C5162,2)"
Lime,1.06,14.1,"=ROUND(B5163*C5163,2)"
Ginger,5.13,13.5,"=ROUND(B5164*C5164,2)"
Grapefruit,0.76,28.6,"=ROUND(B5165*C5165,2)"
Green peppers,1.89,17.1,"=ROUND(B5166*C5166,2)"
Eggplant,2.32,3.7,"=ROUND(B5167*C5167,2)"
Beets,1.51,36.3,"=ROUND(B5168*C5168,2)"
Avocados,3.23,33.2,"=ROUND(B5169*C5169,2)"
Lettuce,1.88,4.9,"=ROUND(B5170*C5170,2)"
Asparagus,2.49,25.2,"=ROUND(B5171*C5171,2)"
Celery,1.19,15,"=ROUND(B5172*C5172,2)"
Bananas,0.86,27.2,"=ROUND(B5173*C5173,2)"
Kale,5.02,30.2,"=ROUND(B5174*C5174,2)"
Cucumber,1.07,10.2,"=ROUND(B5175*C5175,2)"
Watermelon,0.66,14.5,"=ROUND(B5176*C5176,2)"
Potatoes,0.86,19.8,"=ROUND(B5177*C5177,2)"
Cherries,9.5,6,"=ROUND(B5178*C5178,2)"
Spinach,4.12,37.3,"=ROUND(B5179*C5179,2)"
Garlic,3.07,19.5,"=ROUND(B5180*C5180,2)"
Lemon,1.27,13.4,"=ROUND(B5181*C5181,2)"
Cucumber,1.07,14.3,"=ROUND(B5182*C5182,2)"
Butternut squash,1.28,12,"=ROUND(B5183*C5183,2)"
Tomatoes,3.16,2.2,"=ROUND(B5184*C5184,2)"
Grapefruit,0.76,25.2,"=ROUND(B5185*C5185,2)"
Garlic,3.07,24.5,"=ROUND(B5186*C5186,2)"
Asparagus,2.49,35.3,"=ROUND(B5187*C5187,2)"
Apricots,3.71,20.3,"=ROUND(B5188*C5188,2)"
Spinach,4.12,16.6,"=ROUND(B5189*C5189,2)"
Bananas,0.86,6.2,"=ROUND(B5190*C5190,2)"
Strawberries,4.4,6.9,"=ROUND(B5191*C5191,2)"
Tomatoes,3.16,33.4,"=ROUND(B5192*C5192,2)"
Apricots,3.71,21.4,"=ROUND(B5193*C5193,2)"
Tomatoes,3.16,7.600000000000001,"=ROUND(B5194*C5194,2)"
Spinach,4.12,27.8,"=ROUND(B5195*C5195,2)"
Cucumber,1.07,10.9,"=ROUND(B5196*C5196,2)"
Garlic,3.07,6.100000000000001,"=ROUND(B5197*C5197,2)"
Garlic,3.07,17.1,"=ROUND(B5198*C5198,2)"
Garlic,3.07,21.9,"=ROUND(B5199*C5199,2)"
Papaya,1.34,31.2,"=ROUND(B5200*C5200,2)"
Tomatoes,3.16,10.9,"=ROUND(B5201*C5201,2)"
Coconuts,1.18,22.5,"=ROUND(B5202*C5202,2)"
Bok choy,1.42,17.5,"=ROUND(B5203*C5203,2)"
Orange,1.09,13.1,"=ROUND(B5204*C5204,2)"
Eggplant,2.32,17.4,"=ROUND(B5205*C5205,2)"
Potatoes,0.86,31.9,"=ROUND(B5206*C5206,2)"
Grapefruit,0.76,7.9,"=ROUND(B5207*C5207,2)"
Lime,1.06,0.5,"=ROUND(B5208*C5208,2)"
Orange,1.09,20.9,"=ROUND(B5209*C5209,2)"
Bananas,0.86,16.5,"=ROUND(B5210*C5210,2)"
Orange,1.09,33.2,"=ROUND(B5211*C5211,2)"
Green peppers,1.89,13.7,"=ROUND(B5212*C5212,2)"
Tomatoes,3.16,8,"=ROUND(B5213*C5213,2)"
Lemon,1.27,34.4,"=ROUND(B5214*C5214,2)"
Asparagus,2.49,15.1,"=ROUND(B5215*C5215,2)"
Papaya,1.34,14.4,"=ROUND(B5216*C5216,2)"
Lettuce,1.88,25,"=ROUND(B5217*C5217,2)"
Watermelon,0.66,32.7,"=ROUND(B5218*C5218,2)"
Okra,2.26,19.8,"=ROUND(B5219*C5219,2)"
Lemon,1.27,26.6,"=ROUND(B5220*C5220,2)"
Garlic,3.07,29.6,"=ROUND(B5221*C5221,2)"
Watermelon,0.66,5.7,"=ROUND(B5222*C5222,2)"
Avocados,3.23,29,"=ROUND(B5223*C5223,2)"
Apricots,3.71,6.7,"=ROUND(B5224*C5224,2)"
Cherries,9.5,10,"=ROUND(B5225*C5225,2)"
Daikon,1.4,19.6,"=ROUND(B5226*C5226,2)"
Strawberries,4.4,30.4,"=ROUND(B5227*C5227,2)"
Orange,1.09,10.7,"=ROUND(B5228*C5228,2)"
Brussels sprouts,1.65,23.4,"=ROUND(B5229*C5229,2)"
Coconuts,1.18,20,"=ROUND(B5230*C5230,2)"
Cherries,9.5,34.8,"=ROUND(B5231*C5231,2)"
Green peppers,1.89,36.1,"=ROUND(B5232*C5232,2)"
Red onion,0.78,33.2,"=ROUND(B5233*C5233,2)"
Yellow peppers,2.87,33,"=ROUND(B5234*C5234,2)"
Cherries,9.5,11.1,"=ROUND(B5235*C5235,2)"
Parsnips,2.27,6.600000000000001,"=ROUND(B5236*C5236,2)"
Brussels sprouts,1.65,36.1,"=ROUND(B5237*C5237,2)"
Bok choy,1.42,26.1,"=ROUND(B5238*C5238,2)"
Fava beans,2.69,27.7,"=ROUND(B5239*C5239,2)"
Avocados,3.23,23,"=ROUND(B5240*C5240,2)"
Daikon,1.4,28,"=ROUND(B5241*C5241,2)"
Kale,5.02,37.9,"=ROUND(B5242*C5242,2)"
Apricots,3.71,12.9,"=ROUND(B5243*C5243,2)"
Lettuce,1.88,10.3,"=ROUND(B5244*C5244,2)"
Corn,1.07,9.600000000000001,"=ROUND(B5245*C5245,2)"
Corn,1.07,25.5,"=ROUND(B5246*C5246,2)"
Apples,1.88,17.1,"=ROUND(B5247*C5247,2)"
Tomatoes,3.16,31.8,"=ROUND(B5248*C5248,2)"
Lemon,1.27,25.6,"=ROUND(B5249*C5249,2)"
Lime,1.06,9.200000000000001,"=ROUND(B5250*C5250,2)"
Watermelon,0.66,1.1,"=ROUND(B5251*C5251,2)"
Yellow peppers,2.87,30.6,"=ROUND(B5252*C5252,2)"
Green peppers,1.89,2.3,"=ROUND(B5253*C5253,2)"
Butternut squash,1.28,21.8,"=ROUND(B5254*C5254,2)"
Kale,5.02,36,"=ROUND(B5255*C5255,2)"
Spinach,4.12,34.6,"=ROUND(B5256*C5256,2)"
Kale,5.02,11.1,"=ROUND(B5257*C5257,2)"
Green peppers,1.89,24.9,"=ROUND(B5258*C5258,2)"
Butternut squash,1.28,5.300000000000001,"=ROUND(B5259*C5259,2)"
Lemon,1.27,22.4,"=ROUND(B5260*C5260,2)"
Cherries,9.5,34.8,"=ROUND(B5261*C5261,2)"
Daikon,1.4,16.3,"=ROUND(B5262*C5262,2)"
Grapes,2.63,19.4,"=ROUND(B5263*C5263,2)"
Fava beans,2.69,1.6,"=ROUND(B5264*C5264,2)"
Apricots,3.71,17,"=ROUND(B5265*C5265,2)"
Apricots,3.71,22.6,"=ROUND(B5266*C5266,2)"
Cherries,9.5,33.3,"=ROUND(B5267*C5267,2)"
Celery,1.19,1.1,"=ROUND(B5268*C5268,2)"
Potatoes,0.86,31.2,"=ROUND(B5269*C5269,2)"
Kale,5.02,34.1,"=ROUND(B5270*C5270,2)"
Daikon,1.4,14.5,"=ROUND(B5271*C5271,2)"
Ginger,5.13,17.3,"=ROUND(B5272*C5272,2)"
Lime,1.06,35.4,"=ROUND(B5273*C5273,2)"
Yellow peppers,2.87,34.5,"=ROUND(B5274*C5274,2)"
Strawberries,4.4,10.3,"=ROUND(B5275*C5275,2)"
Green beans,2.52,32.8,"=ROUND(B5276*C5276,2)"
Lime,1.06,22,"=ROUND(B5277*C5277,2)"
Okra,2.26,22.4,"=ROUND(B5278*C5278,2)"
Orange,1.09,9,"=ROUND(B5279*C5279,2)"
Daikon,1.4,34.9,"=ROUND(B5280*C5280,2)"
Green peppers,1.89,1.9,"=ROUND(B5281*C5281,2)"
Tomatoes,3.16,36.9,"=ROUND(B5282*C5282,2)"
Potatoes,0.86,10.6,"=ROUND(B5283*C5283,2)"
Corn,1.07,3.9,"=ROUND(B5284*C5284,2)"
Celery,1.19,27.8,"=ROUND(B5285*C5285,2)"
Avocados,3.23,14.8,"=ROUND(B5286*C5286,2)"
Bananas,0.86,15.3,"=ROUND(B5287*C5287,2)"
Okra,2.26,35.4,"=ROUND(B5288*C5288,2)"
Yellow peppers,2.87,17.5,"=ROUND(B5289*C5289,2)"
Ginger,5.13,27.3,"=ROUND(B5290*C5290,2)"
Red onion,0.78,24.9,"=ROUND(B5291*C5291,2)"
Okra,2.26,34.8,"=ROUND(B5292*C5292,2)"
Lettuce,1.88,4.2,"=ROUND(B5293*C5293,2)"
Bananas,0.86,27.9,"=ROUND(B5294*C5294,2)"
Avocados,3.23,6.2,"=ROUND(B5295*C5295,2)"
Coconuts,1.18,31.1,"=ROUND(B5296*C5296,2)"
Tomatoes,3.16,2.8,"=ROUND(B5297*C5297,2)"
Red onion,0.78,32.8,"=ROUND(B5298*C5298,2)"
Cherries,9.5,4,"=ROUND(B5299*C5299,2)"
Apricots,3.71,14.7,"=ROUND(B5300*C5300,2)"
Lettuce,1.88,11.4,"=ROUND(B5301*C5301,2)"
Celery,1.19,14.9,"=ROUND(B5302*C5302,2)"
Fava beans,2.69,3.4,"=ROUND(B5303*C5303,2)"
Grapefruit,0.76,0.9,"=ROUND(B5304*C5304,2)"
Spinach,4.12,4.100000000000001,"=ROUND(B5305*C5305,2)"
Green beans,2.52,8.700000000000001,"=ROUND(B5306*C5306,2)"
Watermelon,0.66,32.3,"=ROUND(B5307*C5307,2)"
Grapefruit,0.76,37.4,"=ROUND(B5308*C5308,2)"
Asparagus,2.49,13.1,"=ROUND(B5309*C5309,2)"
Lettuce,1.88,0.9,"=ROUND(B5310*C5310,2)"
Green beans,2.52,27.3,"=ROUND(B5311*C5311,2)"
Okra,2.26,18.9,"=ROUND(B5312*C5312,2)"
Okra,2.26,25.4,"=ROUND(B5313*C5313,2)"
Lemon,1.27,33.2,"=ROUND(B5314*C5314,2)"
Orange,1.09,10.3,"=ROUND(B5315*C5315,2)"
Butternut squash,1.28,17.4,"=ROUND(B5316*C5316,2)"
Kale,5.02,38.90000000000001,"=ROUND(B5317*C5317,2)"
Bok choy,1.42,14,"=ROUND(B5318*C5318,2)"
Eggplant,2.32,1.1,"=ROUND(B5319*C5319,2)"
Apricots,3.71,1.6,"=ROUND(B5320*C5320,2)"
Apples,1.88,36.4,"=ROUND(B5321*C5321,2)"
Grapefruit,0.76,7.300000000000001,"=ROUND(B5322*C5322,2)"
Asparagus,2.49,23.8,"=ROUND(B5323*C5323,2)"
Apricots,3.71,18.8,"=ROUND(B5324*C5324,2)"
Lemon,1.27,11.1,"=ROUND(B5325*C5325,2)"
Yellow peppers,2.87,34,"=ROUND(B5326*C5326,2)"
Eggplant,2.32,22.2,"=ROUND(B5327*C5327,2)"
Tomatoes,3.16,1.9,"=ROUND(B5328*C5328,2)"
Corn,1.07,6.4,"=ROUND(B5329*C5329,2)"
Green peppers,1.89,36.9,"=ROUND(B5330*C5330,2)"
Apricots,3.71,17.2,"=ROUND(B5331*C5331,2)"
Green beans,2.52,10.6,"=ROUND(B5332*C5332,2)"
Celery,1.19,7.2,"=ROUND(B5333*C5333,2)"
Potatoes,0.86,32,"=ROUND(B5334*C5334,2)"
Parsnips,2.27,36.5,"=ROUND(B5335*C5335,2)"
Lettuce,1.88,13.3,"=ROUND(B5336*C5336,2)"
Green cabbage,0.8,22,"=ROUND(B5337*C5337,2)"
Grapefruit,0.76,3.8,"=ROUND(B5338*C5338,2)"
Avocados,3.23,8.1,"=ROUND(B5339*C5339,2)"
Orange,1.09,13.3,"=ROUND(B5340*C5340,2)"
Green peppers,1.89,38.2,"=ROUND(B5341*C5341,2)"
Lime,1.06,20.9,"=ROUND(B5342*C5342,2)"
Butternut squash,1.28,27.7,"=ROUND(B5343*C5343,2)"
Strawberries,4.4,32.6,"=ROUND(B5344*C5344,2)"
Corn,1.07,9.5,"=ROUND(B5345*C5345,2)"
Potatoes,0.86,35.7,"=ROUND(B5346*C5346,2)"
Okra,2.26,2.1,"=ROUND(B5347*C5347,2)"
Papaya,1.34,6.5,"=ROUND(B5348*C5348,2)"
Red onion,0.78,27.5,"=ROUND(B5349*C5349,2)"
Yellow peppers,2.87,22.2,"=ROUND(B5350*C5350,2)"
Fava beans,2.69,30.5,"=ROUND(B5351*C5351,2)"
Okra,2.26,3.4,"=ROUND(B5352*C5352,2)"
Watermelon,0.66,28.8,"=ROUND(B5353*C5353,2)"
Eggplant,2.32,30.5,"=ROUND(B5354*C5354,2)"
Apples,1.88,34.9,"=ROUND(B5355*C5355,2)"
Carrots,1.26,20.8,"=ROUND(B5356*C5356,2)"
Lime,1.06,7.4,"=ROUND(B5357*C5357,2)"
Papaya,1.34,38.90000000000001,"=ROUND(B5358*C5358,2)"
Avocados,3.23,17.2,"=ROUND(B5359*C5359,2)"
Green beans,2.52,7.5,"=ROUND(B5360*C5360,2)"
Asparagus,2.49,6.300000000000001,"=ROUND(B5361*C5361,2)"
Parsnips,2.27,10.9,"=ROUND(B5362*C5362,2)"
Ginger,5.13,7.100000000000001,"=ROUND(B5363*C5363,2)"
Okra,2.26,26.5,"=ROUND(B5364*C5364,2)"
Lemon,1.27,29.4,"=ROUND(B5365*C5365,2)"
Daikon,1.4,23.9,"=ROUND(B5366*C5366,2)"
Garlic,3.07,25.8,"=ROUND(B5367*C5367,2)"
Apricots,3.71,21.9,"=ROUND(B5368*C5368,2)"
Okra,2.26,19.2,"=ROUND(B5369*C5369,2)"
Lettuce,1.88,19.9,"=ROUND(B5370*C5370,2)"
Green cabbage,0.8,23.8,"=ROUND(B5371*C5371,2)"
Corn,1.07,28.6,"=ROUND(B5372*C5372,2)"
Daikon,1.4,28.8,"=ROUND(B5373*C5373,2)"
Butternut squash,1.28,19.8,"=ROUND(B5374*C5374,2)"
Grapes,2.63,24.7,"=ROUND(B5375*C5375,2)"
Green peppers,1.89,33,"=ROUND(B5376*C5376,2)"
Lime,1.06,29.5,"=ROUND(B5377*C5377,2)"
Lettuce,1.88,1.4,"=ROUND(B5378*C5378,2)"
Avocados,3.23,21.4,"=ROUND(B5379*C5379,2)"
Watermelon,0.66,8.8,"=ROUND(B5380*C5380,2)"
Lemon,1.27,16.3,"=ROUND(B5381*C5381,2)"
Lemon,1.27,1.6,"=ROUND(B5382*C5382,2)"
Apples,1.88,18.8,"=ROUND(B5383*C5383,2)"
Green peppers,1.89,21.2,"=ROUND(B5384*C5384,2)"
Cherries,9.5,2.9,"=ROUND(B5385*C5385,2)"
Grapes,2.63,17.3,"=ROUND(B5386*C5386,2)"
Grapes,2.63,30.4,"=ROUND(B5387*C5387,2)"
Brussels sprouts,1.65,16.4,"=ROUND(B5388*C5388,2)"
Carrots,1.26,22.7,"=ROUND(B5389*C5389,2)"
Lettuce,1.88,9.9,"=ROUND(B5390*C5390,2)"
Green cabbage,0.8,29.6,"=ROUND(B5391*C5391,2)"
Bananas,0.86,18.2,"=ROUND(B5392*C5392,2)"
Okra,2.26,36.9,"=ROUND(B5393*C5393,2)"
Coconuts,1.18,27.2,"=ROUND(B5394*C5394,2)"
Cherries,9.5,18.4,"=ROUND(B5395*C5395,2)"
Apricots,3.71,8.8,"=ROUND(B5396*C5396,2)"
Lemon,1.27,6.5,"=ROUND(B5397*C5397,2)"
Ginger,5.13,8.9,"=ROUND(B5398*C5398,2)"
Grapefruit,0.76,32.2,"=ROUND(B5399*C5399,2)"
Carrots,1.26,23.8,"=ROUND(B5400*C5400,2)"
Beets,1.51,25.9,"=ROUND(B5401*C5401,2)"
Potatoes,0.86,38.6,"=ROUND(B5402*C5402,2)"
Potatoes,0.86,31.7,"=ROUND(B5403*C5403,2)"
Lemon,1.27,25.9,"=ROUND(B5404*C5404,2)"
Lime,1.06,12.7,"=ROUND(B5405*C5405,2)"
Watermelon,0.66,15.8,"=ROUND(B5406*C5406,2)"
Avocados,3.23,10.9,"=ROUND(B5407*C5407,2)"
Parsnips,2.27,40,"=ROUND(B5408*C5408,2)"
Yellow peppers,2.87,18.3,"=ROUND(B5409*C5409,2)"
Okra,2.26,33.2,"=ROUND(B5410*C5410,2)"
Cucumber,1.07,15.1,"=ROUND(B5411*C5411,2)"
Lettuce,1.88,20.3,"=ROUND(B5412*C5412,2)"
Garlic,3.07,16.5,"=ROUND(B5413*C5413,2)"
Grapefruit,0.76,31.7,"=ROUND(B5414*C5414,2)"
Red onion,0.78,34.6,"=ROUND(B5415*C5415,2)"
Kale,5.02,15.7,"=ROUND(B5416*C5416,2)"
Grapes,2.63,10.2,"=ROUND(B5417*C5417,2)"
Green cabbage,0.8,8.3,"=ROUND(B5418*C5418,2)"
Kale,5.02,11.9,"=ROUND(B5419*C5419,2)"
Lemon,1.27,28.4,"=ROUND(B5420*C5420,2)"
Asparagus,2.49,7.800000000000001,"=ROUND(B5421*C5421,2)"
Potatoes,0.86,18.9,"=ROUND(B5422*C5422,2)"
Grapefruit,0.76,7.2,"=ROUND(B5423*C5423,2)"
